"","Name","Platform","Year_of_Release","Genre","Publisher","Global_Sales","Critic_Score","User_Score","Developer"
"1619","Crash Bandicoot: The Wrath of Cortex","XB","2002","Platform","Universal Interactive",1.23,70,8.1,"Traveller's Tales"
"1620","Driv3r","PS2","2004","Racing","Atari",1.23,57,5.5,"Reflections Interactive"
"1621","Assassin's Creed: Bloodlines","PSP","2009","Action","Ubisoft",1.23,63,7.2,"Griptonite Games"
"1624","LEGO The Lord of the Rings","X360","2012","Action","Warner Bros. Interactive Entertainment",1.23,80,8.5,"TT Games"
"1628","Hyrule Warriors","WiiU","2014","Action","Nintendo",1.23,76,8.3,"Omega Force"
"1630","Donkey Kong Country 2","GBA","2004","Platform","Nintendo",1.23,80,9.1,"Rare Ltd."
"1631","Guitar Hero: Aerosmith","X360","2008","Misc","Activision",1.23,70,6.7,"Neversoft Entertainment"
"1633","Need for Speed Carbon","PS3","2006","Racing","Electronic Arts",1.23,75,7.3,"EA Canada"
"1634","Ben 10: Protector of Earth","Wii","2007","Action","D3Publisher",1.23,63,7.7,"High Voltage Software"
"1635","2010 FIFA World Cup South Africa","PS3","2010","Sports","Electronic Arts",1.23,82,7.8,"EA Canada"
"1636","Tales of Xillia","PS3","2011","Role-Playing","Namco Bandai Games",1.22,78,8.2,"Bandai Namco Games"
"1637","Diddy Kong Racing DS","DS","2007","Racing","Nintendo",1.22,63,7.5,"Rare Ltd."
"1638","Mario Power Tennis","GC","2004","Sports","Nintendo",1.22,80,8.5,"Camelot Software Planning"
"1646","Golden Sun: The Lost Age","GBA","2002","Role-Playing","Nintendo",1.22,86,9.5,"Camelot Software Planning"
"1648","Max Payne","XB","2001","Shooter","Take-Two Interactive",1.22,89,8.3,"neo Software"
"1650","NBA 2K2","PS2","2002","Sports","Sega",1.22,89,7.8,"Visual Concepts"
"1651","NASCAR Thunder 2003","PS2","N/A","Racing","Unknown",1.22,84,8.7,"EA Sports"
"1652","Cars","PS2","2006","Racing","THQ",1.21,71,8.4,"Rainbow Studios"
"1653","Fuzion Frenzy","XB","2001","Misc","Microsoft Game Studios",1.21,70,6.9,"Blitz Games"
"1654","Call of Duty: Finest Hour","XB","2004","Shooter","Activision",1.21,73,7.8,"Spark Unlimited"
"1655","Final Fantasy IV","DS","2007","Simulation","Square Enix",1.21,85,7.7,"Matrix Software"
"1656","Star Wars: Battlefront II","PSP","2005","Shooter","LucasArts",1.21,69,8.5,"Savage Entertainment"
"1657","Super Street Fighter IV: 3D Edition","3DS","2011","Fighting","Capcom",1.21,85,8.1,"Capcom"
"1658","Sly Cooper and the Thievius Raccoonus","PS2","2002","Platform","Sony Computer Entertainment",1.21,86,8.6,"Sucker Punch"
"1659","WWE 2K16","PS4","2015","Sports","Take-Two Interactive",1.21,73,7.4,"Yuke's"
"1661","Dino Crisis 2","PS","2000","Action","Virgin Interactive",1.21,86,9,"Capcom"
"1664","Need for Speed Underground","GC","2003","Racing","Electronic Arts",1.21,83,9,"Electronic Arts"
"1665","Naruto Shippuden: Ultimate Ninja Storm 2","PS3","2010","Fighting","Namco Bandai Games",1.21,76,8.3,"CyberConnect2"
"1666","Medal of Honor: Airborne","PS3","2007","Shooter","Electronic Arts",1.21,75,7.6,"Electronic Arts"
"1667","Battlefield: Hardline","XOne","2015","Shooter","Electronic Arts",1.21,71,5.1,"Visceral Games"
"1669","Bayonetta","PS3","2009","Action","Sega",1.21,87,7.7,"Nex Entertainment"
"1671","Boom Blox","Wii","2008","Puzzle","Electronic Arts",1.21,85,8.6,"EA LA"
"1673","The Lord of the Rings: The Fellowship of the Ring","PS2","2002","Action","Black Label Games",1.2,59,5.1,"Surreal Software"
"1674","The Sims 2: Castaway","Wii","2007","Simulation","Electronic Arts",1.2,73,8.2,"Maxis"
"1676","ATV Offroad Fury 3","PS2","2004","Racing","SouthPeak Games",1.2,78,8.4,"Climax Group"
"1677","F1 2011","PS3","2011","Racing","Codemasters",1.2,82,7.1,"Codemasters"
"1679","Pikmin 2","GC","2004","Strategy","Nintendo",1.2,90,9.1,"Nintendo"
"1685","Enter the Matrix","XB","2003","Action","Atari",1.2,65,7.1,"Shiny Entertainment"
"1686","Cars","PSP","2006","Racing","THQ",1.2,70,7,"Locomotive Games"
"1687","NHL 2002","PS2","2001","Sports","Electronic Arts",1.2,92,8.5,"EA Sports"
"1688","FIFA Soccer 11","PSP","2010","Sports","Electronic Arts",1.2,68,5.4,"EA Sports"
"1690","The Simpsons: Road Rage","GBA","2003","Racing","THQ",1.19,55,6.8,"Altron"
"1691","LEGO Batman 2: DC Super Heroes","PS3","2012","Action","Warner Bros. Interactive Entertainment",1.19,81,7.5,"Traveller's Tales"
"1692","Captain Toad: Treasure Tracker","WiiU","2014","Puzzle","Nintendo",1.19,81,8.6,"Nintendo EAD Tokyo"
"1693","SpongeBob SquarePants: Revenge of the Flying Dutchman","GBA","2002","Platform","THQ",1.19,71,7.7,"Vicarious Visions"
"1694","Pro Evolution Soccer 2008","Wii","2008","Sports","Konami Digital Entertainment",1.19,83,8.4,"Konami"
"1695","Destiny: The Taken King","XOne","2015","Shooter","Activision",1.19,89,5.2,"Bungie Software, Bungie"
"1696","Scarface: The World is Yours","PS2","2006","Action","Vivendi Games",1.19,75,8.6,"Radical Entertainment"
"1700","Hitman 2: Silent Assassin","XB","N/A","Action","Eidos Interactive",1.19,84,8,"Io Interactive"
"1702","WWE SmackDown vs Raw 2008","PSP","2007","Fighting","THQ",1.19,68,7.8,"Yuke's"
"1703","Spider-Man: The Movie","GC","2002","Action","Activision",1.19,76,7.3,"Treyarch"
"1705","Mario vs. Donkey Kong 2: March of the Minis","DS","2006","Puzzle","Nintendo",1.19,76,7.9,"Nintendo, Nintendo Software Technology"
"1706","Metal Gear Solid: Portable Ops","PSP","2006","Action","Konami Digital Entertainment",1.18,87,8.2,"Kojima Productions"
"1711","Injustice: Gods Among Us","PS3","2013","Fighting","Warner Bros. Interactive Entertainment",1.18,78,7.9,"NetherRealm Studios"
"1713","Shenmue","DC","1999","Adventure","Sega",1.18,88,9.4,"Sega AM2"
"1715","Just Dance 4","X360","2012","Misc","Ubisoft",1.18,77,7.7,"Ubisoft"
"1716","Tony Hawk's Pro Skater 2","GBA","2001","Sports","Activision",1.18,95,7.5,"Vicarious Visions"
"1717","One Piece: Pirate Warriors","PS3","2012","Action","Namco Bandai Games",1.18,64,6.5,"Omega Force, Tecmo Koei Games"
"1720","Gun","PS2","2005","Shooter","Activision",1.17,77,8.7,"Neversoft Entertainment"
"1721","Ty the Tasmanian Tiger","PS2","2002","Platform","Electronic Arts",1.17,70,8.8,"Krome Studios"
"1722","Resident Evil: Operation Raccoon City","PS3","2012","Action","Capcom",1.17,52,4.9,"Slant Six"
"1724","LEGO Indiana Jones: The Original Adventures","PSP","2008","Action","LucasArts",1.17,76,7.6,"Traveller's Tales"
"1725","PokéPark Wii: Pikachu's Adventure","Wii","2009","Adventure","Nintendo",1.17,62,7.2,"Creatures Inc."
"1726","WWE '12","PS3","2011","Fighting","THQ",1.17,72,6.9,"Yuke's"
"1730","Cabela's Dangerous Hunts","PS2","2003","Sports","Zoo Digital Publishing",1.17,57,8.4,"Sand Grain Studios"
"1731","Grand Theft Auto V","PC","2015","Action","Take-Two Interactive",1.17,96,7.9,"Rockstar North"
"1732","Fallout: New Vegas","PC","2010","Role-Playing","Bethesda Softworks",1.17,84,8.6,"Obsidian Entertainment"
"1734","WWE SmackDown vs. Raw 2010","PS3","2009","Fighting","THQ",1.17,81,8.1,"Yuke's"
"1736","Medal of Honor: Rising Sun","XB","2003","Shooter","Electronic Arts",1.17,65,5.8,"EA LA"
"1737","Army of Two","PS3","2008","Shooter","Electronic Arts",1.17,74,7.3,"EA Montreal"
"1738","Spore","PC","2008","Strategy","Electronic Arts",1.17,84,5.3,"Maxis"
"1740","Mario vs. Donkey Kong","GBA","2004","Puzzle","Nintendo",1.17,81,8,"Nintendo"
"1741","LEGO Star Wars III: The Clone Wars","PS3","2011","Action","LucasArts",1.16,76,7.3,"Traveller's Tales"
"1742","Midnight Club 3: DUB Edition Remix","PS2","2006","Racing","Take-Two Interactive",1.16,85,8.9,"Rockstar San Diego"
"1743","Tom Clancy's Ghost Recon: Jungle Storm","PS2","2004","Shooter","Ubisoft",1.16,70,6.3,"Red Storm Entertainment"
"1744","Bushido Blade","PS","1997","Fighting","Sony Computer Entertainment",1.16,83,7.9,"Light Weight"
"1745","Mirror's Edge","X360","2008","Platform","Electronic Arts",1.16,79,7.6,"EA DICE"
"1746","Sonic the Hedgehog","PS3","2006","Platform","Sega",1.16,43,4.1,"Sonic Team"
"1747","NASCAR Thunder 2002","PS2","2001","Racing","Electronic Arts",1.16,85,8.5,"EA Sports"
"1753","Your Shape: Fitness Evolved 2012","X360","2011","Sports","Ubisoft",1.16,77,7.6,"Ubisoft"
"1754","FIFA 14","XOne","2013","Sports","Electronic Arts",1.16,88,5.8,"EA Canada"
"1755","Final Fantasy Tactics: The War of the Lions","PSP","2007","Role-Playing","Square Enix",1.16,88,8,"TOSE"
"1757","Sniper: Ghost Warrior","X360","2010","Shooter","City Interactive",1.16,45,5.8,"City Interactive"
"1758","Sonic Rush Adventure","DS","2007","Platform","Sega",1.15,78,8.2,"Dimps Corporation"
"1759","Worldwide Soccer Manager 2009","PC","2008","Simulation","Sega",1.15,83,8.1,"Sports Interactive"
"1760","Gauntlet: Dark Legacy","PS2","2001","Action","Midway Games",1.15,73,8.3,"Midway"
"1761","Medal of Honor Heroes 2","PSP","2007","Shooter","Electronic Arts",1.15,69,7.3,"EA LA"
"1762","Bad Boys: Miami Takedown","PS2","2004","Shooter","Empire Interactive",1.15,43,3.4,"Blitz Games"
"1764","Football Manager 2013","PC","2012","Sports","Sega",1.15,86,6.7,"Sports Interactive"
"1766","Medal of Honor: Warfighter","X360","2012","Action","Electronic Arts",1.15,53,5.4,"Danger Close"
"1771","FIFA Soccer 10","PSP","2009","Sports","Electronic Arts",1.15,83,7.9,"EA Sports"
"1772","Donkey Konga","GC","2003","Misc","Nintendo",1.15,76,8.3,"Namco"
"1773","Call of Duty 4: Modern Warfare","PC","2007","Shooter","Activision",1.15,92,8.5,"Infinity Ward"
"1775","Tak and the Power of Juju","PS2","2003","Platform","THQ",1.15,68,9,"Avalanche Software"
"1776","WWE 2K15","PS4","2014","Sports","Take-Two Interactive",1.15,62,5.1,"Yuke's"
"1780","Tenchu: Wrath of Heaven","PS2","2003","Action","Activision",1.14,79,8.4,"K2 LLC"
"1781","Shadow of the Colossus","PS2","2005","Action","Sony Computer Entertainment",1.14,91,9.1,"SCE Japan Studio"
"1782","Brave Fencer Musashi","PS","1998","Role-Playing","SquareSoft",1.14,81,8.5,"SquareSoft"
"1783","Ninja Gaiden Sigma","PS3","2007","Action","Eidos Interactive",1.14,88,7.5,"Team Ninja"
"1784","WWE 2K14","PS3","2013","Sports","Take-Two Interactive",1.14,74,7.5,"Yuke's"
"1785","Pokemon Rumble Blast","3DS","2011","Action","Nintendo",1.14,56,7.1,"Ambrella"
"1786","007: Quantum of Solace","PS3","2008","Action","Activision",1.14,65,6.6,"Treyarch"
"1787","Dance Dance Revolution Extreme 2","PS2","2005","Simulation","Konami Digital Entertainment",1.14,76,9,"Konami Computer Entertainment Hawaii"
"1793","The Lord of the Rings: The Return of the King","XB","2003","Action","Electronic Arts",1.14,84,9.1,"EA Games"
"1795","Hot Shots Golf: Out of Bounds","PS3","2007","Sports","Sony Computer Entertainment",1.14,81,8.8,"Clap Hanz"
"1799","Sunset Overdrive","XOne","2014","Shooter","Microsoft Game Studios",1.14,81,7.7,"Insomniac Games"
"1800","Mobile Suit Gundam: Federation vs. Zeon","PS2","2001","Simulation","Atari",1.14,73,8.8,"Capcom"
"1802","Naruto Shippuden: Ultimate Ninja Storm 4","PS4","2016","Fighting","Namco Bandai Games",1.14,79,8.2,"CyberConnect2"
"1803","MechAssault","XB","2002","Simulation","Microsoft Game Studios",1.13,87,8,"Day 1 Studios"
"1806","Cars","GBA","2006","Racing","THQ",1.13,50,4.7,"Helixe"
"1807","Watch Dogs 2","PS4","2016","Action","Ubisoft",1.13,83,7.8,"Ubisoft Montreal"
"1808","LEGO Star Wars III: The Clone Wars","3DS","2011","Action","LucasArts",1.13,67,6.1,"Traveller's Tales"
"1809","Tom Clancy's Rainbow Six 3: Black Arrow","XB","2004","Shooter","Ubisoft",1.13,84,8.6,"Ubisoft Montreal"
"1811","Mirror's Edge","PS3","2008","Platform","Electronic Arts",1.13,79,7.8,"EA DICE"
"1812","Guitar Hero 5","X360","2009","Misc","Activision",1.13,85,6.8,"Neversoft Entertainment"
"1813","Alien: Isolation","PS4","2014","Shooter","Sega",1.13,79,8.1,"Creative Assembly"
"1815","Fantasy Life","3DS","2012","Role-Playing","Nintendo",1.13,73,8.6,"Level 5, Brownie Brown"
"1817","SingStar","PS3","2007","Misc","Sony Computer Entertainment",1.13,82,5.9,"SCEE London Studio"
"1818","The Legend of Zelda: Tri Force Heroes","3DS","2015","Action","Nintendo",1.12,73,7.6,"Nintendo"
"1820","Supercar Street Challenge","PS2","2001","Racing","Activision",1.12,57,7.6,"Exakt"
"1822","Rabbids Go Home","Wii","2009","Platform","Ubisoft",1.12,78,8.3,"Ubisoft Montpellier"
"1823","ModNation Racers","PS3","2010","Racing","Sony Computer Entertainment",1.12,82,8.4,"United Front Games"
"1824","SOCOM: U.S. Navy SEALs Fireteam Bravo","PSP","2005","Shooter","Sony Computer Entertainment",1.12,82,8.6,"Zipper Interactive"
"1825","Rocksmith","PS3","2011","Misc","Ubisoft",1.12,80,8.3,"Ubisoft"
"1826","Call Of Duty 2: Big Red One","XB","2005","Shooter","Activision",1.12,78,5.1,"Treyarch"
"1828","Rocksmith","X360","2011","Misc","Ubisoft",1.12,77,8.2,"Ubisoft"
"1829","Guitar Hero 5","PS2","2009","Misc","Activision",1.12,71,2.6,"BudCat"
"1830","Worldwide Soccer Manager 2008","PC","2007","Sports","Russel",1.12,86,8,"Sports Interactive"
"1831","Yakuza 3","PS3","2009","Action","Sega",1.12,79,8.1,"Ryu ga Gotoku Studios"
"1832","Persona 4: Golden","PSV","2012","Role-Playing","Atlus",1.12,93,9.2,"Atlus"
"1833","Spider-Man 2","XB","2004","Action","Activision",1.12,83,8.3,"Treyarch"
"1834","Crackdown 2","X360","2010","Shooter","Microsoft Game Studios",1.12,70,6,"Ruffian Games"
"1835","The Beatles: Rock Band","PS3","2009","Misc","MTV Games",1.12,88,8.7,"Harmonix Music Systems"
"1836","Dragon Age II","X360","2011","Action","Electronic Arts",1.11,79,4.5,"BioWare"
"1837","Counter-Strike","XB","2003","Shooter","Microsoft Game Studios",1.11,74,7.6,"Valve Software"
"1839","Guitar Hero Encore: Rocks The 80s","PS2","2007","Misc","RedOctane",1.11,69,6.3,"Harmonix Music Systems"
"1840","Fight Night Champion","PS3","2011","Fighting","Electronic Arts",1.11,84,7.3,"EA Canada"
"1841","Rock Band","PS2","N/A","Misc","Electronic Arts",1.11,82,6.8,"Harmonix Music Systems"
"1842","Tom Clancy's Splinter Cell: Chaos Theory","XB","2005","Action","Ubisoft",1.11,94,9,"Ubisoft Montreal"
"1847","Pikmin 3","WiiU","2013","Strategy","Nintendo",1.11,87,8.7,"Nintendo"
"1848","WWE 2K14","X360","2013","Sports","Take-Two Interactive",1.11,75,7.7,"Yuke's"
"1849","Dragon Ball: XenoVerse","PS4","2015","Fighting","Namco Bandai Games",1.11,69,7.7,"Dimps Corporation"
"1853","Castlevania: Lords of Shadow","PS3","2010","Action","Konami Digital Entertainment",1.1,85,8,"Mercury Steam"
"1855","Plants vs. Zombies","DS","2011","Strategy","Mastertronic",1.1,81,7.4,"TOSE"
"1866","Tales of Symphonia","GC","2003","Role-Playing","Nintendo",1.1,86,8.5,"Namco"
"1867","LEGO City Undercover","WiiU","2013","Platform","Nintendo",1.1,80,8.2,"TT Games"
"1868","Need for Speed: ProStreet","Wii","2007","Racing","Electronic Arts",1.1,61,6.9,"EA Games"
"1869","GRID","PS3","2008","Racing","Codemasters",1.1,87,8.1,"Codemasters"
"1870","Medal of Honor: Airborne","X360","2007","Shooter","Electronic Arts",1.1,73,6.7,"Electronic Arts"
"1871","Star Ocean: The Second Story","PS","1998","Role-Playing","Sony Computer Entertainment",1.1,80,8.5,"Tri-Ace"
"1873","NCAA Football 14","X360","2013","Sports","Electronic Arts",1.09,77,5.8,"EA Tiburon"
"1874","Yakuza 2","PS2","2006","Adventure","Sega",1.09,77,8.1,"Amusement Vision"
"1875","Guitar Hero 5","PS3","2009","Misc","Activision",1.09,86,5.7,"Neversoft Entertainment"
"1876","Dragon Ball Z: The Legacy of Goku II","GBA","2003","Role-Playing","Atari",1.09,75,8.9,"Webfoot Technologies"
"1877","NERF N-Strike","Wii","2008","Shooter","Electronic Arts",1.09,66,4.4,"EA Redwood Shores, EA Salt Lake"
"1878","NFL 2K1","DC","2000","Sports","Sega",1.09,97,6,"Visual Concepts"
"1880","Untold Legends: Brotherhood of the Blade","PSP","2005","Role-Playing","Activision",1.09,68,7.6,"Sony Online Entertainment"
"1881","Project CARS","PS4","2015","Racing","Slightly Mad Studios",1.09,83,6.6,"Slightly Mad Studios"
"1882","Madden NFL 2004","XB","2003","Sports","Electronic Arts",1.09,92,8.3,"EA Tiburon"
"1883","Sonic and the Black Knight","Wii","2009","Platform","Sega",1.09,54,6.9,"Sonic Team"
"1884","The Godfather","PS2","2006","Action","Electronic Arts",1.09,75,8.3,"Electronic Arts"
"1885","Sonic Free Riders","X360","2010","Racing","Sega",1.09,47,2.1,"Sega"
"1886","Star Wars: Bounty Hunter","PS2","2002","Shooter","LucasArts",1.09,65,8.3,"LucasArts"
"1888","WWE SmackDown vs. Raw 2011","PS3","2010","Fighting","THQ",1.09,74,6.9,"Yuke's"
"1890","NCAA Football 13","X360","2012","Action","Electronic Arts",1.09,76,5.5,"EA Tiburon"
"1891","Skate 2","X360","2009","Sports","Electronic Arts",1.09,84,8,"EA Black Box"
"1893","NASCAR Thunder 2004","PS2","2003","Racing","Electronic Arts",1.08,88,8.9,"EA Tiburon"
"1896","Namco Museum Battle Collection","PSP","2005","Misc","Sony Computer Entertainment",1.08,73,7.2,"TOSE"
"1898","Empire: Total War","PC","2009","Strategy","Sega",1.08,90,6.9,"Creative Assembly"
"1899","Virtua Fighter 5","PS3","2007","Fighting","Sega",1.08,85,7.4,"Sega AM2"
"1900","Dante's Inferno","PS3","2010","Action","Electronic Arts",1.08,75,7.5,"Visceral Games"
"1903","Tom Clancy's Ghost Recon 2","PS2","2004","Shooter","Ubisoft",1.08,58,6,"Ubisoft Shanghai/Paris"
"1905","Forza Horizon 3","XOne","2016","Racing","Microsoft Game Studios",1.08,91,7.4,"Playground Games"
"1908","Star Wars: The Force Unleashed","PSP","2008","Action","LucasArts",1.08,70,8.1,"Krome Studios"
"1909","Dragon Ball Z: Taiketsu","GBA","2003","Fighting","Atari",1.08,40,6.1,"Webfoot Technologies"
"1911","Star Fox: Assault","GC","2005","Shooter","Nintendo",1.08,67,8.1,"Namco"
"1912","Plants vs. Zombies: Garden Warfare","X360","2014","Shooter","Electronic Arts",1.08,69,7.3,"PopCap"
"1913","The Simpsons Game","PSP","2007","Action","Electronic Arts",1.07,59,6.7,"Electronic Arts, Rebellion"
"1915","LEGO Star Wars II: The Original Trilogy","DS","2006","Action","LucasArts",1.07,47,5,"Amaze Entertainment"
"1916","Call of Duty 3","PS2","2006","Shooter","Activision",1.07,82,7.4,"Treyarch"
"1917","FIFA Soccer 11","Wii","2010","Sports","Electronic Arts",1.07,73,7.3,"EA Sports"
"1919","Prince of Persia","PS3","2008","Action","Ubisoft",1.07,85,7.3,"Ubisoft Montreal"
"1925","Tomb Raider: Underworld","X360","2008","Action","Eidos Interactive",1.07,76,6.6,"Crystal Dynamics"
"1927","Pro Evolution Soccer 2008","X360","2007","Sports","Konami Digital Entertainment",1.07,76,7.8,"Konami"
"1928","SoulCalibur III","PS2","2005","Fighting","Namco Bandai Games",1.07,86,8.4,"Namco"
"1929","Tiger Woods PGA Tour 10","Wii","2009","Sports","Electronic Arts",1.07,88,8.8,"EA Tiburon"
"1932","World Tour Soccer","PSP","2005","Sports","Sony Computer Entertainment",1.07,70,5.6,"SCEE"
"1933","Naruto: Ultimate Ninja Storm","PS3","2008","Fighting","Namco Bandai Games",1.07,75,8.6,"CyberConnect2"
"1935","Lightning Returns: Final Fantasy XIII","PS3","2013","Role-Playing","Square Enix",1.07,66,5.9,"Square Enix"
"1938","Mortal Kombat: Armageddon","PS2","2006","Fighting","Midway Games",1.06,75,8.5,"Midway"
"1939","Freekstyle","PS2","2002","Racing","Electronic Arts",1.06,81,7.3,"Page 44 Studios"
"1940","Grand Theft Auto: Chinatown Wars","PSP","2009","Action","Take-Two Interactive",1.06,90,7.3,"Rockstar Leeds"
"1941","Spore Creatures","DS","2008","Simulation","Electronic Arts",1.06,65,6.5,"Griptonite Games"
"1942","The Orange Box","PS3","2007","Shooter","Electronic Arts",1.06,89,8.4,"EA Games"
"1944","DJ Hero","X360","2009","Misc","Activision",1.06,84,8,"FreeStyleGames"
"1945","Bully: Scholarship Edition","X360","2008","Action","Take-Two Interactive",1.06,80,8.3,"Mad Doc Software, Rockstar Vancouver"
"1946","NBA Street V3","PS2","2005","Sports","Electronic Arts",1.06,89,8.7,"EA Canada"
"1948","Hulk","PS2","2003","Action","Universal Interactive",1.06,71,8.3,"Radical Entertainment"
"1949","Overwatch","XOne","2016","Shooter","Activision",1.06,91,5.6,"Blizzard Entertainment"
"1952","Aliens vs Predator","X360","2010","Shooter","Sega",1.06,64,7.3,"Rebellion"
"1953","Skylanders Giants","PS3","2012","Action","Activision",1.06,77,6.3,"Toys for Bob"
"1954","Diablo II: Lord of Destruction","PC","2001","Role-Playing","Vivendi Games",1.06,87,9.1,"Blizzard North"
"1955","Endless Ocean","Wii","2007","Adventure","Nintendo",1.06,72,8.1,"Arika"
"1956","Spider-Man 2","GBA","2004","Action","Activision",1.06,65,7.7,"Digital Eclipse"
